"","Cls","Atr","Num","Nom","Spl","Dim","NumRate","NomRate","SymMin","SymMax","SymMean","SymSd","SymSum","ClMin","ClMax","ClMean","ClSd","Sks","SksP","Kts","KtsP","AbsC","CanC","Fnd","ClEnt","NClEnt","AtrEnt","NAtrEnt","JEnt","MutInf","EAttr","NoiSig","Nb","Lda","Nn","Nlbst","NSlbst","Mfreq","LCard","LDen","Mir","Scl","Lfq","IRLbl","LScl"
"D.D6",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.01246660730187,0.98753339269813,0.5,0.689476336063463,3.08319069475791,3.08319069475791,11.8123263630012,11.8123263630012,0.347475283233783,0.98905811912123,1,0.0670509275023159,0.0967340405945965,0.270881030747285,0.0768160342246261,0.0670509275023154,0.000648941669142825,103.323504546845,416.419690594205,0.01246660730187,1,0.986642920747996,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.01246660730187,42.8571428571429,0.470288096921771
"C.C8",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0596616206589492,0.940338379341051,0.5,0.622732508097503,4.02051180570544,4.02051180570544,20.8782543726455,20.8782543726455,0.269388018377476,0.966694677574655,1,0.226035442926947,0.326100212575847,0.270881030747285,0.0768160342246261,0.22603544292695,0.00140647022964571,160.711146359554,191.596348673175,0.130008904719501,0.995547640249332,0.915405164737311,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.0596616206589492,8.95522388059701,0.418364594336382
"A.A6",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0988423864648264,0.901157613535174,0.5,0.567322537710667,4.70672976720733,4.70672976720733,30.3362524082211,30.3362524082211,0.272505095730155,0.969388949739067,1,0.322531965966182,0.465315267827579,0.270881030747285,0.0768160342246261,0.322531965966182,0.00362996951135138,88.8525275371002,73.623500252607,0.193232413178985,0.996438112199466,0.860195903829029,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.0988423864648264,5.40540540540541,0.232882803384019
"B.B9",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0356188780053428,0.964381121994657,0.5,0.656734080834879,3.85982617731946,3.85982617731946,18.3802351960938,18.3802351960938,0.324577323532119,0.959825899164228,1,0.153761523156404,0.221830986937277,0.270881030747285,0.0768160342246261,0.153761523156402,0.00128797461098464,119.382417824879,209.315505008442,0.0801424755120214,0.998219056099733,0.949243098842386,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.0356188780053428,15,0.373027567545936
"A.A5",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.06233303650935,0.93766696349065,0.5,0.618954555571128,4.18152382073637,4.18152382073637,22.6788582163693,22.6788582163693,0.296549181458255,0.984822754074029,1,0.233339275111968,0.336637415048662,0.270881030747285,0.0768160342246261,0.233339275111971,0.00230364576848732,101.291300209402,116.587970534705,0.113089937666963,0.998219056099733,0.926090828138914,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.06233303650935,8.57142857142857,0.34332602264973
"C.C10",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0507569011576135,0.949243098842386,0.5,0.63532568318542,4.00030655045225,4.00030655045225,20.3715511997028,20.3715511997028,0.339584482290021,0.954945156901023,1,0.200737890709716,0.289603559445418,0.270881030747285,0.0768160342246261,0.200737890709718,0.000898191867314548,223.49110253012,300.584817904416,0.150489759572573,0.994657168299199,0.943900267141585,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.0507569011576135,10.5263157894737,0.40309290235722
"B.B1",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.404274265360641,0.595725734639359,0.5,0.135376632195109,3.66710792702923,3.66710792702923,17.1489756621268,17.1489756621268,0.326486182507145,0.969544196144109,1,0.67470671597036,0.973396033184917,0.270881030747285,0.0768160342246261,0.674706715970377,0.00193897103826567,347.971528534979,138.703494998861,0.450578806767587,0.981300089047195,0.617987533392698,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.404274265360641,1.3215859030837,0.342117530713328
"D.D5",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.00712377560106857,0.992876224398931,0.5,0.697032241116214,2.67124360820632,2.67124360820632,9.73427886528225,9.73427886528225,0.360895584502316,0.990750304930721,1,0.0423205487941045,0.061055645872954,0.270881030747285,0.0768160342246261,0.0423205487941044,0.000412199813274065,102.669985359664,656.159518330932,0.00712377560106857,1,0.992876224398931,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.00712377560106857,75,0.644658575796319
"B.B11",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.00356188780053428,0.996438112199466,0.5,0.702069511151381,2.15158835565338,2.15158835565338,8.38757581736237,8.38757581736237,0.418047931190142,0.998959749545668,1,0.0236355530950556,0.0340988952389045,0.270881030747285,0.0768160342246261,0.023635553095055,0.00145865030644014,16.2037144822864,184.70662862189,0.00356188780053428,1,0.997328584149599,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.00356188780053428,150,0.764479448140164
"D.D2",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.01246660730187,0.98753339269813,0.5,0.689476336063463,3.04345546099566,3.04345546099566,11.6236610019223,11.6236610019223,0.340280860304993,0.993978300171834,1,0.0670509275023159,0.0967340405945965,0.270881030747285,0.0768160342246261,0.0670509275023154,0.000564773933046146,118.721710721797,478.627360431226,0.01246660730187,1,0.985752448797863,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.01246660730187,42.8571428571429,0.559694529503117
"B.B4",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0819234194122885,0.918076580587711,0.5,0.59124957037771,3.06904770555017,3.06904770555017,20.8960050267433,20.8960050267433,0.296808449471561,0.981703285631762,1,0.283442078416095,0.408920480910161,0.270881030747285,0.0768160342246261,0.2834420784161,0.0474806091852985,5.96963862257811,4.7050875166774,0.955476402493321,0.995547640249332,0.959928762243989,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.0819234194122885,6.52173913043478,0.31792042921795
"D.D15",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.00178094390026714,0.998219056099733,0.5,0.704588146168964,1.73355414920174,1.73355414920174,7.79788101316567,7.79788101316567,0.363380342894852,0.997981773973363,1,0.0130538215015674,0.018832683544961,0.270881030747285,0.0768160342246261,0.0130538215015678,0.000222242784060972,58.7367619458281,1217.85186010345,0.00178094390026714,1,0.998219056099733,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.00178094390026714,300,0.668548452597909
"C.C4",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0382902938557435,0.961709706144256,0.5,0.652956128308504,2.96333311073216,2.96333311073216,11.6336550183072,11.6336550183072,0.382347533893362,0.969687184488591,1,0.16247201733635,0.234397573694378,0.270881030747285,0.0768160342246261,0.16247201733635,0.00124446383846717,130.555836428698,216.668864593875,0.860195903829029,0.996438112199466,0.953695458593054,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.0382902938557435,13.953488372093,0.448017314786499
"D.D8",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.00267141585040071,0.997328584149599,0.5,0.703328828660172,2.08630452828283,2.08630452828283,8.04023559505303,8.04023559505303,0.364231944144963,0.994155461507058,1,0.0184963751571061,0.0266846287135788,0.270881030747285,0.0768160342246261,0.0184963751571061,0.000265615857791353,69.6358090624071,1018.82250984453,0.00267141585040071,1,0.997328584149599,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.00267141585040071,200,0.774913431885127
"B.B6",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0151380231522707,0.984861976847729,0.5,0.685698383537088,3.00109416016276,3.00109416016276,11.6610035450245,11.6610035450245,0.329729620319392,0.989721186308759,1,0.0784594371676883,0.113193040912763,0.270881030747285,0.0768160342246261,0.0784594371676889,0.000683699467051635,114.75720100534,395.198978939422,0.0151380231522707,1,0.982190560997329,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.0151380231522707,35.2941176470588,0.553503348284243
"D.D3",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0133570792520036,0.986642920747996,0.5,0.688217018554672,2.95511479809567,2.95511479809567,11.3021205041395,11.3021205041395,0.358967443868613,0.992620793385615,1,0.0709127374695715,0.102305454683212,0.270881030747285,0.0768160342246261,0.0709127374695701,0.000508773129718587,139.379879414612,531.42008063027,0.0133570792520036,1,0.96260017809439,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.0133570792520036,40,0.62421522361357
"D.D13",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.00445235975066785,0.995547640249332,0.5,0.700810193642589,2.34592697555455,2.34592697555455,8.65127523047162,8.65127523047162,0.364790138028457,0.947150719543676,1,0.0285489383398758,0.0411874117655836,0.270881030747285,0.0768160342246261,0.028548938339875,0.00037085487719334,76.9814288433701,729.423266365903,0.00445235975066785,0.999109528049866,0.994657168299199,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.00445235975066785,120,0.798753216266592
"D.D7",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.00890471950133571,0.991095280498664,0.5,0.69451360609863,2.79409881370813,2.79409881370813,10.3073718498647,10.3073718498647,0.358995725570143,0.98203951037381,1,0.0509056832338821,0.0734413767545862,0.270881030747285,0.0768160342246261,0.0509056832338808,0.000506856089671218,100.434194776871,533.433809255399,0.00890471950133571,1,0.983971504897596,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.00890471950133571,60,0.453097080650736
"C.C12",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.018699910952805,0.981300089047195,0.5,0.680661113501921,3.06940008297224,3.06940008297224,12.0894281185491,12.0894281185491,0.306497916855843,0.969589349464558,1,0.0929353359888765,0.134077348354502,0.270881030747285,0.0768160342246261,0.0929353359888743,0.000708802226608478,131.116032794591,381.167296572154,0.018699910952805,0.998219056099733,0.976847729296527,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.018699910952805,28.5714285714286,0.56345482081382
"B.B7",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.00712377560106857,0.992876224398931,0.5,0.697032241116214,2.60799754596459,2.60799754596459,9.57169041920735,9.57169041920735,0.396869138356579,0.965400213443914,1,0.0423205487941045,0.061055645872954,0.270881030747285,0.0768160342246261,0.0423205487941044,0.000498516916111144,84.8929041851595,542.373799349453,0.00712377560106857,0.999109528049866,0.990204808548531,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.00712377560106857,75,0.692416660789259
"C.C6",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.145146927871772,0.854853072128228,0.5,0.501838027253498,3.22516728403128,3.22516728403128,18.3932258257761,18.3932258257761,0.345452813819488,0.975593906125114,1,0.414197747423297,0.59756103615497,0.270881030747285,0.0768160342246261,0.414197747423302,0.0259422174405396,15.9661658982179,9.44170689603359,0.8753339269813,0.991985752448798,0.892252894033838,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.145146927871772,3.68098159509202,0.338683621334345
"B.B5",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.00979519145146928,0.990204808548531,0.5,0.693254288589839,2.89785180177447,2.89785180177447,10.7939624283569,10.7939624283569,0.351915299284233,0.994006820710898,1,0.0550582815504734,0.0794323097527363,0.270881030747285,0.0768160342246261,0.0550582815504727,0.000477486815878046,115.308485427451,566.305780473047,0.00979519145146928,1,0.984861976847729,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.00979519145146928,54.5454545454545,0.644014971117519
"D.D11",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0178094390026714,0.982190560997329,0.5,0.681920431010713,2.7201057107949,2.7201057107949,10.3772851777087,10.3772851777087,0.396320545924862,0.963471195712173,1,0.0893867964947264,0.128957888023893,0.270881030747285,0.0768160342246261,0.0893867964947258,0.00128815669736488,69.391244619215,209.285776025086,0.873552983081033,0.998219056099733,0.97506678539626,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.0178094390026714,30,0.508839997963071
"A.A2",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0284951024042743,0.971504897595726,0.5,0.666808620905213,3.60170712280101,3.60170712280101,16.0388359639162,16.0388359639162,0.331473428184342,0.969328286785134,1,0.129471436097774,0.18678779879503,0.270881030747285,0.0768160342246261,0.129471436097774,0.00137499802866234,94.1611794336381,196.004668443641,0.0587711487088157,0.998219056099733,0.947462154942119,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.0284951024042743,18.75,0.50273527746537
"C.C3",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0418521816562778,0.958147818343722,0.5,0.647918858273337,2.55116326400208,2.55116326400208,10.2259155251219,10.2259155251219,0.385281510487902,0.955188854054602,1,0.173786457590666,0.250720860539713,0.270881030747285,0.0768160342246261,0.173786457590666,0.00663584082742922,26.1890636183315,39.8209054122575,0.901157613535174,0.994657168299199,0.955476402493321,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.0418521816562778,12.7659574468085,0.423569763414823
"D.D10",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0739091718610864,0.926090828138914,0.5,0.602583427956835,4.17213048754798,4.17213048754798,22.609798826591,22.609798826591,0.270238491021343,0.972853864156203,1,0.263635355212215,0.380345419567663,0.270881030747285,0.0768160342246261,0.263635355212216,0.001900876952389,138.691436539794,141.503190649371,0.143365983971505,0.999109528049866,0.896705253784506,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.0739091718610864,7.2289156626506,0.363194387497133
"B.B13",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.176313446126447,0.823686553873553,0.5,0.457761914445788,5.08803521600378,5.08803521600378,38.3485354518608,38.3485354518608,0.259275346449641,0.977300860573684,1,0.465757103201033,0.67194546304694,0.270881030747285,0.0768160342246261,0.465757103201039,0.0051231662466455,90.9119635744785,51.8737537893973,0.342831700801425,0.992876224398931,0.727515583259127,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.176313446126447,3.03030303030303,0.330956297553857
"D.D17",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.000890471950133571,0.999109528049866,0.5,0.705847463677756,1.73394812794917,1.73394812794917,8.80055441743217,8.80055441743217,0.360041297737838,0.99693213135376,1,0.00714453569594653,0.0103073862179962,0.270881030747285,0.0768160342246261,0.00714453569594653,0.000134330609334967,53.186207755009,2015.52499075482,0.999109528049866,1,0.999109528049866,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.000890471950133571,600,0.853590742735236
"B.B10",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0106856634016028,0.989314336598397,0.5,0.691994971081047,2.14715662863466,2.14715662863466,8.83311655859562,8.83311655859562,0.391022896818228,0.919610236632467,1,0.0591290152129886,0.0853051370204268,0.270881030747285,0.0768160342246261,0.0591290152129886,0.00556117243917236,10.6324728930341,47.7093384911472,0.922528940338379,0.997328584149599,0.98753339269813,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.0106856634016028,50,0.636009022282053
"C.C1",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.1246660730187,0.8753339269813,0.5,0.530802329955708,3.02607377984751,3.02607377984751,12.3734903683992,12.3734903683992,0.365126968976463,0.959398087292047,1,0.376119859217546,0.542626255673009,0.270881030747285,0.0768160342246261,0.376119859217549,0.00510721812475096,73.6447612046894,52.0388607125516,0.837043633125557,0.988423864648264,0.856634016028495,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.1246660730187,4.28571428571429,0.359426774483891
"D.D4",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0133570792520036,0.986642920747996,0.5,0.688217018554672,3.10232999779214,3.10232999779214,11.9370383278868,11.9370383278868,0.344521585020858,0.965403623734259,1,0.0709127374695715,0.102305454683212,0.270881030747285,0.0768160342246261,0.0709127374695701,0.000505711052169506,140.223823792965,534.643881195007,0.0133570792520036,0.999109528049866,0.978628673196794,545,415,110,3.38646482635797,0.0651243235838071,70.0153032193562,0.304870280833677,0.0133570792520036,40,0.549904758916424
