"","Atr","Dim","Spl","Lfq","NumRate","NomRate","SymMin","SymMax","SymMean","SymSd","SymSum","Sks","SksP","Kts","KtsP","AbsC","AtrEnt","CanC","ClEnt","NClEnt","JEnt","MutInf","EAttr","NoiSig","class"
"bibtex_TAG_energy",1836,0.376229508196721,4880,0.0104508196721311,1,0,2,2,2,0,2,5.93369078058139,5.93369078058139,43.0503625132037,43.0503625132037,0.0388233592891463,0.127292210154559,0.734304841685098,0.0580629895536937,0.0837671870883016,0.0580629895536912,0.000205784916335516,282.15376805862,617.569195552795,"SVM"
"bibtex_TAG_engineering",1836,0.376229508196721,4880,0.0127049180327869,1,0,2,2,2,0,2,6.36922671325135,6.36922671325135,47.7979505303027,47.7979505303027,0.0315853135694181,0.127292210154559,0.581470445097959,0.0680905672059922,0.0982339236394016,0.0680905672059887,0.000223727163314778,304.346446793278,567.961802709056,"KNN_3"
"bibtex_TAG_epitope",1836,0.376229508196721,4880,0.014344262295082,1,0,2,2,2,0,2,5.96856765844869,5.96856765844869,44.7559258950785,44.7559258950785,0.0323072070294862,0.127292210154559,0.878711805794353,0.0751237501886841,0.108380661850196,0.0751237501886814,0.000653203049542376,115.008266175908,193.87387611515,"SVM"
"bibtex_TAG_equation",1836,0.376229508196721,4880,0.00737704918032787,1,0,2,2,2,0,2,5.52466349933596,5.52466349933596,38.931921480508,38.931921480508,0.0415550436477878,0.127292210154559,0.758660545236447,0.043566520810236,0.0628532035217134,0.043566520810236,0.000253816311379899,171.645866939686,500.513119714497,"SVM"
"bibtex_TAG_evaluation",1836,0.376229508196721,4880,0.00983606557377049,1,0,2,2,2,0,2,6.07806004845388,6.07806004845388,44.1655482637385,44.1655482637385,0.0338721913770907,0.127292210154559,0.642755507629723,0.0552468713181824,0.0797043872753725,0.055246871318185,0.000162388586969416,340.214003639231,782.8741165876,"SVM"
"bibtex_TAG_evolution",1836,0.376229508196721,4880,0.0399590163934426,1,0,2,2,2,0,2,7.35634641338328,7.35634641338328,65.7095554306573,65.7095554306573,0.030879172877383,0.127292210154559,0.776688601669618,0.167813877748689,0.24210424922038,0.167813877748694,0.000407000241858622,412.318864928295,311.757087251993,"KNN_3"
"bibtex_TAG_fca",1836,0.376229508196721,4880,0.00717213114754098,1,0,2,2,2,0,2,5.81436842988491,5.81436842988491,41.0989938317399,41.0989938317399,0.0274774727547047,0.127292210154559,0.604335599955647,0.042559123333648,0.0613998361780357,0.0425591233336466,0.000184698844849781,230.424415313816,688.187906172821,"SVM"
"bibtex_TAG_folksonomy",1836,0.376229508196721,4880,0.0168032786885246,1,0,2,2,2,0,2,6.53222165445444,6.53222165445444,50.870568047366,50.870568047366,0.0349377891146862,0.127292210154559,0.714528204867113,0.0853225484973699,0.123094417593164,0.0853225484973727,0.000287195907339944,297.088316082361,442.22431797013,"RF"
"bibtex_TAG_formal",1836,0.376229508196721,4880,0.0114754098360656,1,0,2,2,2,0,2,6.26841635836495,6.26841635836495,46.4722139241081,46.4722139241081,0.0296519588196647,0.127292210154559,0.616539880247288,0.0626762675446031,0.0904227403680288,0.0626762675446031,0.000223025732388897,281.027067474495,569.751225838802,"SVM"
"bibtex_TAG_fornepomuk",1836,0.376229508196721,4880,0.00573770491803279,1,0,2,2,2,0,2,5.4618528170028,5.4618528170028,38.0635207597676,38.0635207597676,0.0304880028403438,0.127292210154559,0.617505614560562,0.0353317634711399,0.0509729599456753,0.0353317634711411,0.000157768555561616,223.94680198071,805.828773334656,"RF"
"bibtex_TAG_games",1836,0.376229508196721,4880,0.00778688524590164,1,0,2,2,2,0,2,5.59952662726788,5.59952662726788,39.7476620401566,39.7476620401566,0.0380099705144381,0.127292210154559,0.833463216001031,0.0455642640449536,0.0657353377794099,0.0455642640449551,0.000278203297063124,163.780460281947,456.551048094433,"SVM"
"bibtex_TAG_granular",1836,0.376229508196721,4880,0.00655737704918033,1,0,2,2,2,0,2,5.37049955601399,5.37049955601399,37.6411785941006,37.6411785941006,0.0386755562754094,0.127292210154559,0.759297509897422,0.0395008440485327,0.0569876718197465,0.0395008440485327,0.000225415903167113,175.235391529801,563.699332948975,"SVM"
"bibtex_TAG_graph",1836,0.376229508196721,4880,0.00717213114754098,1,0,2,2,2,0,2,5.7875258426875,5.7875258426875,40.78066688445,40.78066688445,0.0317868529591062,0.127292210154559,0.596573304985869,0.042559123333648,0.0613998361780357,0.0425591233336466,0.000147237954072531,289.049950481402,863.53395088507,"KNN_3"
"bibtex_TAG_hci",1836,0.376229508196721,4880,0.00881147540983607,1,0,2,2,2,0,2,5.83051323240221,5.83051323240221,41.6976538505499,41.6976538505499,0.0385004410557453,0.127292210154559,0.659118929418492,0.0504658014046537,0.0728067614209812,0.0504658014046552,0.000171201862813587,294.773669954768,742.521174726711,"SVM"
"bibtex_TAG_homogeneous",1836,0.376229508196721,4880,0.0155737704918033,1,0,2,2,2,0,2,6.29720278708679,6.29720278708679,48.3540276134013,48.3540276134013,0.0318235868028924,0.127292210154559,0.834785833922551,0.0802725009058101,0.115808738976567,0.0802725009058073,0.000486138156987627,165.122814887071,260.843692631186,"KNN_3"
"bibtex_TAG_imaging",1836,0.376229508196721,4880,0.00922131147540984,1,0,2,2,2,0,2,5.79423722989732,5.79423722989732,41.5156665317533,41.5156665317533,0.0352224214507,0.127292210154559,0.854009509272537,0.0523919242211246,0.0755855692564468,0.0523919242211261,0.000241923640746089,216.563887925747,525.166892007711,"SVM"
"bibtex_TAG_immunoassay",1836,0.376229508196721,4880,0.0368852459016393,1,0,2,2,2,0,2,7.14508916792724,7.14508916792724,63.965632483008,63.965632483008,0.0274775367788925,0.127292210154559,0.866239831251498,0.157915696523107,0.227824192252413,0.157915696523105,0.00108922902227049,144.979332440053,115.864504665162,"SVM"
"bibtex_TAG_immunoelectrode",1836,0.376229508196721,4880,0.00942622950819672,1,0,2,2,2,0,2,5.67589670263868,5.67589670263868,40.8602433891413,40.8602433891413,0.0309507223550954,0.127292210154559,0.802075054016327,0.0533480391369654,0.0769649515040503,0.0533480391369639,0.000413231758782076,129.099562178374,307.040723998875,"KNN_3"
"bibtex_TAG_immunosensor",1836,0.376229508196721,4880,0.0104508196721311,1,0,2,2,2,0,2,5.81554639752324,5.81554639752324,42.237958054255,42.237958054255,0.0312836374753782,0.127292210154559,0.765483442303075,0.0580629895536937,0.0837671870883016,0.0580629895536912,0.000388923402796222,149.291580646064,326.293778773335,"KNN_3"
"bibtex_TAG_information",1836,0.376229508196721,4880,0.0233606557377049,1,0,2,2,2,0,2,6.90241153036146,6.90241153036146,56.5490476266064,56.5490476266064,0.0332325319008138,0.127292210154559,0.666448234515738,0.110844669027873,0.159915054315491,0.11084466902787,0.000225440870859618,491.679563715383,563.636792207141,"KNN_3"
"bibtex_TAG_informationretrieval",1836,0.376229508196721,4880,0.0100409836065574,1,0,2,2,2,0,2,6.13373807991458,6.13373807991458,44.800479012165,44.800479012165,0.0318116188020101,0.127292210154559,0.564536467067376,0.0561897742222435,0.0810647086191012,0.0561897742222459,0.000188860482994957,297.520017587501,673.001295220444,"KNN_3"
"bibtex_TAG_kaldesignresearch",1836,0.376229508196721,4880,0.00840163934426229,1,0,2,2,2,0,2,5.71513222767722,5.71513222767722,40.6681347711651,40.6681347711651,0.0359216108207531,0.127292210154559,0.706660718291586,0.048520440107902,0.0700001983254202,0.0485204401079026,0.000212244778746352,228.606048141648,598.742480858305,"SVM"
"bibtex_TAG_kinetic",1836,0.376229508196721,4880,0.00758196721311475,1,0,2,2,2,0,2,5.51562657627362,5.51562657627362,39.0527938694988,39.0527938694988,0.0395335352650349,0.127292210154559,0.784436421473019,0.0445681830835305,0.0642982967160408,0.0445681830835283,0.000265446628151016,167.898848043288,478.539751705346,"KNN_3"
"bibtex_TAG_knowledge",1836,0.376229508196721,4880,0.0221311475409836,1,0,2,2,2,0,2,6.83794582066675,6.83794582066675,55.4514074473725,55.4514074473725,0.0321438260687393,0.127292210154559,0.655950997818718,0.106221123838013,0.153244688598754,0.106221123838017,0.000293437761605117,361.988597708009,432.796282585669,"KNN_3"
"bibtex_TAG_knowledgemanagement",1836,0.376229508196721,4880,0.0114754098360656,1,0,2,2,2,0,2,6.26616839048147,6.26616839048147,46.4921677184865,46.4921677184865,0.0315481825882545,0.127292210154559,0.631938203142272,0.0626762675446031,0.0904227403680288,0.0626762675446031,0.000220792108981874,283.870052392808,575.525179009045,"KNN_3"
"bibtex_TAG_langen",1836,0.376229508196721,4880,0.00860655737704918,1,0,2,2,2,0,2,5.82966365638209,5.82966365638209,41.6696086941668,41.6696086941668,0.0348449806045716,0.127292210154559,0.665102731781621,0.0494955816651803,0.0714070302142703,0.0494955816651826,0.00020046006402617,246.909936428628,634.000346692203,"RF"
"bibtex_TAG_language",1836,0.376229508196721,4880,0.0102459016393443,1,0,2,2,2,0,2,6.0930873040158,6.0930873040158,44.3149772750661,44.3149772750661,0.0340841630626993,0.127292210154559,0.623617497311202,0.0571284524179756,0.0824189349970745,0.0571284524179743,0.000159569811270431,358.015416344368,796.721129962552,"SVM"
"bibtex_TAG_ldl",1836,0.376229508196721,4880,0.00676229508196721,1,0,2,2,2,0,2,5.3914101501639,5.3914101501639,37.9074975756222,37.9074975756222,0.0359855754656806,0.127292210154559,0.834261336820224,0.0405264624392156,0.0584673263858293,0.040526462439217,0.000322283126014326,125.748012129602,393.970136130866,"KNN_3"
"bibtex_TAG_learning",1836,0.376229508196721,4880,0.0418032786885246,1,0,2,2,2,0,2,7.22930101440014,7.22930101440014,64.2391523220848,64.2391523220848,0.0300526394192933,0.127292210154559,0.752853201534242,0.173633319506166,0.250499928984635,0.173633319506166,0.000482958552915115,359.520125398181,262.567565759483,"KNN_3"
"bibtex_TAG_liposome",1836,0.376229508196721,4880,0.00901639344262295,1,0,2,2,2,0,2,5.68301232650413,5.68301232650413,40.7765134312651,40.7765134312651,0.0305413370160309,0.127292210154559,0.826945650706963,0.0514312128141334,0.0741995556738552,0.0514312128141358,0.000318617042432642,161.420156377876,398.5147565952,"KNN_3"
"bibtex_TAG_litreview",1836,0.376229508196721,4880,0.0141393442622951,1,0,2,2,2,0,2,6.21924833678467,6.21924833678467,46.8127968543296,46.8127968543296,0.0329775920642882,0.127292210154559,0.779133308994819,0.0742554636764385,0.107127989204908,0.0742554636764378,0.000302600115181196,245.391392637027,419.661472909015,"SVM"
"bibtex_TAG_logic",1836,0.376229508196721,4880,0.00717213114754098,1,0,2,2,2,0,2,5.77039291536938,5.77039291536938,40.7093149028761,40.7093149028761,0.0329025215190389,0.127292210154559,0.660191908456069,0.042559123333648,0.0613998361780357,0.0425591233336466,0.000146164365962355,291.173043808838,869.884016883728,"KNN_3"
"bibtex_TAG_maintenance",1836,0.376229508196721,4880,0.00860655737704918,1,0,2,2,2,0,2,5.84683266757454,5.84683266757454,41.8192012308967,41.8192012308967,0.0322114720235311,0.127292210154559,0.704248757617423,0.0494955816651803,0.0714070302142703,0.0494955816651826,0.000197139479937292,251.068845676799,644.696185234179,"KNN_3"
"bibtex_TAG_management",1836,0.376229508196721,4880,0.0155737704918033,1,0,2,2,2,0,2,6.50135134253728,6.50135134253728,49.993356800017,49.993356800017,0.0339538741075968,0.127292210154559,0.663170524202779,0.0802725009058101,0.115808738976567,0.0802725009058073,0.000214856774770073,373.60935437904,591.451461168863,"KNN_3"
"bibtex_TAG_mapping",1836,0.376229508196721,4880,0.0182377049180328,1,0,2,2,2,0,2,6.39541087986236,6.39541087986236,49.8801492428683,49.8801492428683,0.0339444166281149,0.127292210154559,0.811882495757044,0.0910989652379328,0.131428025378882,0.0910989652379328,0.000517629983599626,175.992442718302,244.913517739762,"SVM"
"bibtex_TAG_marotzkiwinfried",1836,0.376229508196721,4880,0.00655737704918033,1,0,2,2,2,0,2,5.49424186903114,5.49424186903114,38.6844465926978,38.6844465926978,0.0197806848711952,0.127292210154559,0.785578787002908,0.0395008440485327,0.0569876718197465,0.0395008440485327,0.000307273532984865,128.552705678293,413.263503003459,"SVM"
"bibtex_TAG_mathematics",1836,0.376229508196721,4880,0.0266393442622951,1,0,2,2,2,0,2,6.90308035463336,6.90308035463336,57.6599812271417,57.6599812271417,0.0310721467532567,0.127292210154559,0.847959005797042,0.122858697731315,0.177247633947045,0.122858697731317,0.000488014525625164,251.75213293893,259.836928965369,"SVM"
