"","Cls","Atr","Num","Nom","Spl","Dim","NumRate","NomRate","SymMin","SymMax","SymMean","SymSd","SymSum","ClMin","ClMax","ClMean","ClSd","Sks","SksP","Kts","KtsP","AbsC","CanC","Fnd","ClEnt","NClEnt","AtrEnt","NAtrEnt","JEnt","MutInf","EAttr","NoiSig","Nb","Lda","Nn","Nlbst","NSlbst","Mfreq","LCard","LDen","Mir","Scl","Lfq","IRLbl","LScl","datasetname","labelname","TOP3","ALL"
"bibtex_TAG_apob",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.0377049180327869,0.962295081967213,0.5,0.653783974736414,6.99590254519442,6.99590254519442,63.9761153030453,63.9761153030453,0.0287295381249874,0.96793370215466,1,0.160580373223976,0.231668508114329,0.127292210154559,0.0299617165378199,0.160580373223979,0.00136292546444787,117.820363191341,92.3963107117716,0.0377049180327869,0,0.980122950819672,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.0377049180327869,3.7554347826087,0.102596288828343,"bibtex","TAG_apob","RF","NB"
"bibtex_TAG_architecture",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.0129098360655738,0.987090163934426,0.5,0.6888495159346,6.35866324635375,6.35866324635375,47.6974047888072,47.6974047888072,0.0340466053801261,0.661171329960588,1,0.0689809062446454,0.0995184113551764,0.127292210154559,0.0299617165378199,0.0689809062446469,0.000227229832693021,303.57328272928,559.191453058571,0.0129098360655738,0,0.972336065573771,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.0129098360655738,10.968253968254,0.114903423624339,"bibtex","TAG_architecture","KNN_3","NB"
"bibtex_TAG_article",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.00778688524590164,0.992213114754098,0.5,0.69609446246315,5.84005497539175,5.84005497539175,41.4032095749134,41.4032095749134,0.0332048086189214,0.588416294379777,1,0.0455642640449536,0.0657353377794099,0.127292210154559,0.0299617165378199,0.0455642640449551,0.000130742525290164,348.503778275893,972.609847844479,0.00778688524590164,0,0.985655737704918,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.00778688524590164,18.1842105263158,0.07979089525958,"bibtex","TAG_article","SVM","NB"
"bibtex_TAG_bettasplendens",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.0211065573770492,0.978893442622951,0.5,0.677257601488919,6.79360694972029,6.79360694972029,56.9965694077376,56.9965694077376,0.0277188061521381,0.985514280216779,1,0.10231494848828,0.147609268792851,0.127292210154559,0.0299617165378199,0.102314948488278,0.000779322794400911,131.286995867909,162.336952375957,0.0211065573770492,0,0.993852459016393,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.0211065573770492,6.70873786407767,0.00214390682141418,"bibtex","TAG_bettasplendens","SVM","NB"
"bibtex_TAG_bibteximport",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.0670081967213115,0.932991803278688,0.5,0.612342880593104,7.55072768395094,7.55072768395094,78.1666929198455,78.1666929198455,0.0273669590487701,0.946883148523833,1,0.245830408363041,0.354658311045068,0.127292210154559,0.0299617165378199,0.245830408363035,0.00185196378782717,132.740396966111,67.733638849335,0.0977459016393443,0,0.945491803278689,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.0670081967213115,2.1131498470948,0.0218602870978331,"bibtex","TAG_bibteximport","RF","NB"
"bibtex_TAG_book",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.0137295081967213,0.986270491803279,0.5,0.687690324490032,6.33731587933327,6.33731587933327,47.7740991709885,47.7740991709885,0.0359242829781189,0.663367161720773,1,0.0725098094096808,0.10460954245115,0.127292210154559,0.0299617165378199,0.0725098094096802,0.000199604802666784,363.266857515083,636.721179319811,0.0137295081967213,0,0.967213114754098,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.0137295081967213,10.3134328358209,0.0238511223958914,"bibtex","TAG_book","KNN_3","NB"
"bibtex_TAG_children",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.0149590163934426,0.985040983606557,0.5,0.685951537323179,6.23653366833616,6.23653366833616,47.1610458528091,47.1610458528091,0.0340990419519953,0.819770991780417,1,0.0777109528697135,0.112113206327892,0.127292210154559,0.0299617165378199,0.0777109528697126,0.00033786814702927,230.003785657194,375.751141750962,0.0149590163934426,0,0.986270491803279,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.0149590163934426,9.46575342465753,0.0273239140906796,"bibtex","TAG_children","KNN_3","NB"
"bibtex_TAG_classification",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.00819672131147541,0.991803278688525,0.5,0.695514866740866,5.90579006801288,5.90579006801288,42.1690413946732,42.1690413946732,0.031887454250316,0.604827454170303,1,0.0475402577069826,0.0685860940364471,0.127292210154559,0.0299617165378199,0.047540257706984,0.000147490773215325,322.326994906844,862.052022710076,0.00819672131147541,0,0.986680327868853,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.00819672131147541,17.275,0.0983067816435633,"bibtex","TAG_classification","KNN_3","NB"
"bibtex_TAG_clustering",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.0182377049180328,0.981762295081967,0.5,0.681314771544907,6.73999456838517,6.73999456838517,53.5330833870888,53.5330833870888,0.0318959974616662,0.732468726305175,1,0.0910989652379328,0.131428025378882,0.127292210154559,0.0299617165378199,0.0910989652379328,0.000265289663501807,343.394326169487,478.823482280879,0.0182377049180328,0,0.969672131147541,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.0182377049180328,7.76404494382022,0.0580735686546169,"bibtex","TAG_clustering","KNN_3","NB"
"bibtex_TAG_cognition",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.0145491803278689,0.985450819672131,0.5,0.686531133045464,6.24288027000563,6.24288027000563,47.0218821149884,47.0218821149884,0.0366720884793425,0.727980286447217,1,0.0759890665983782,0.109629049543261,0.127292210154559,0.0299617165378199,0.0759890665983798,0.000233333361720541,325.667388658245,544.537977149683,0.0145491803278689,0,0.975409836065574,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.0145491803278689,9.73239436619718,0.066283416154758,"bibtex","TAG_cognition","SVM","NB"
"bibtex_TAG_collaboration",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.010655737704918,0.989344262295082,0.5,0.692037292407162,5.99654570131604,5.99654570131604,43.748093867063,43.748093867063,0.0348630800640312,0.690419868900395,1,0.058993465996382,0.085109580837832,0.127292210154559,0.0299617165378199,0.0589934659963805,0.000207495650060698,284.311820412259,612.469294981958,0.010655737704918,0,0.983811475409836,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.010655737704918,13.2884615384615,0.0902950720721761,"bibtex","TAG_collaboration","SVM","NB"
"bibtex_TAG_collaborative",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.0135245901639344,0.986475409836066,0.5,0.687980122351174,6.28505338809636,6.28505338809636,47.2634663873809,47.2634663873809,0.0341065883819782,0.707394593161822,1,0.0716323530117382,0.103343640457242,0.127292210154559,0.0299617165378199,0.071632353011737,0.000219585902664568,326.215627426508,578.692086832216,0.0135245901639344,0,0.902459016393443,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.0135245901639344,10.469696969697,0.0579294304350116,"bibtex","TAG_collaborative","KNN_3","NB"
"bibtex_TAG_community",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.0163934426229508,0.983606557377049,0.5,0.683922952295185,6.50472968216686,6.50472968216686,50.3249864461201,50.3249864461201,0.0351305844110009,0.719756986103369,1,0.0836497046105897,0.120681014013524,0.127292210154559,0.0299617165378199,0.0836497046105925,0.000236741811930579,353.337266148485,536.683686360759,0.0163934426229508,0,0.98155737704918,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.0163934426229508,8.6375,0.0487816659528075,"bibtex","TAG_community","KNN_3","NB"
"bibtex_TAG_competition",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.0116803278688525,0.988319672131148,0.5,0.690588303101452,6.06724362398314,6.06724362398314,44.9347158887152,44.9347158887152,0.0321367108398311,0.749247856423568,1,0.0635875436711242,0.0917374339166412,0.127292210154559,0.0299617165378199,0.0635875436711225,0.000362111010550113,175.602347949937,350.528140393133,0.0116803278688525,0,0.987909836065574,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.0116803278688525,12.1228070175439,0.101030103080775,"bibtex","TAG_competition","SVM","NB"
"bibtex_TAG_complex",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.0100409836065574,0.989959016393443,0.5,0.692906685990588,5.8818216766894,5.8818216766894,42.5833045669948,42.5833045669948,0.0388819141691278,0.716398840236001,1,0.0561897742222435,0.0810647086191012,0.127292210154559,0.0299617165378199,0.0561897742222459,0.00024206914838897,232.122823565912,524.850613354575,0.0100409836065574,0,0.987909836065574,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.0100409836065574,14.1020408163265,0.224315788424697,"bibtex","TAG_complex","KNN_3","NB"
"bibtex_TAG_complexity",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.00860655737704918,0.991393442622951,0.5,0.694935271018582,5.86115313438526,5.86115313438526,41.8661567464188,41.8661567464188,0.0368839243995927,0.662880089744555,1,0.0494955816651803,0.0714070302142703,0.127292210154559,0.0299617165378199,0.0494955816651826,0.000147451688527076,335.673210389121,862.280789973355,0.00860655737704918,0,0.99077868852459,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.00860655737704918,16.452380952381,0.111664214710942,"bibtex","TAG_complexity","SVM","NB"
"bibtex_TAG_compounds",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.0110655737704918,0.988934426229508,0.5,0.691457696684878,6.01523859367813,6.01523859367813,44.0574747518133,44.0574747518133,0.0308779019218844,0.777162564287084,1,0.0608425429858883,0.0877772350408147,0.127292210154559,0.0299617165378199,0.0608425429858853,0.000232242086341942,261.978971788544,547.101389199287,0.0110655737704918,0,0.988729508196721,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.0110655737704918,12.7962962962963,0.0215067798119368,"bibtex","TAG_compounds","SVM","NB"
"bibtex_TAG_computer",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.0165983606557377,0.983401639344262,0.5,0.683633154434043,6.42466794613881,6.42466794613881,49.359555620796,49.359555620796,0.0371278305813383,0.720319557318874,1,0.0844874128623179,0.121889571554004,0.127292210154559,0.0299617165378199,0.0844874128623188,0.000211852193905709,398.803577648677,599.853868009573,0.0165983606557377,0,0.979918032786885,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.0165983606557377,8.53086419753086,0.0918628478396246,"bibtex","TAG_computer","SVM","NB"
"bibtex_TAG_computing",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.00594262295081967,0.99405737704918,0.5,0.698702643213429,5.53180779100565,5.53180779100565,38.52224103713,38.52224103713,0.0337048178300931,0.659372778731456,1,0.0363844664276964,0.0524916892806286,0.127292210154559,0.0299617165378199,0.0363844664276975,0.000134677172435613,270.160605317812,944.165448995567,0.00594262295081967,0,0.989754098360656,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.00594262295081967,23.8275862068966,0.0700684460680147,"bibtex","TAG_computing","SVM","NB"
"bibtex_TAG_concept",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.00840163934426229,0.991598360655738,0.5,0.695225068879724,6.0069704949479,6.0069704949479,43.0889386480137,43.0889386480137,0.0300207404387492,0.602586936235629,1,0.048520440107902,0.0700001983254202,0.127292210154559,0.0299617165378199,0.0485204401079026,0.000189776653196159,255.671281428647,669.747470833443,0.00840163934426229,0,0.98483606557377,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.00840163934426229,16.8536585365854,0.10161581904441,"bibtex","TAG_concept","KNN_3","NB"
"bibtex_TAG_context",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.0104508196721311,0.989549180327869,0.5,0.692327090268304,6.12670550253041,6.12670550253041,44.8434826413734,44.8434826413734,0.0308494327780868,0.648452747436554,1,0.0580629895536937,0.0837671870883016,0.127292210154559,0.0299617165378199,0.0580629895536912,0.000192429756243778,301.736024028098,660.499617519133,0.0104508196721311,0,0.985040983606557,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.0104508196721311,13.5490196078431,0.0592392743758384,"bibtex","TAG_context","SVM","NB"
"bibtex_TAG_cortex",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.00758196721311475,0.992418032786885,0.5,0.696384260324292,5.64861005926585,5.64861005926585,39.9800082427223,39.9800082427223,0.0317217510260442,0.872534006657711,1,0.0445681830835305,0.0642982967160408,0.127292210154559,0.0299617165378199,0.0445681830835283,0.000244366744681987,182.382357883969,519.906436431089,0.00758196721311475,0,0.992622950819672,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.00758196721311475,18.6756756756757,0.0116246658373014,"bibtex","TAG_cortex","SVM","NB"
"bibtex_TAG_critical",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.0100409836065574,0.989959016393443,0.5,0.692906685990588,5.81592792827642,5.81592792827642,42.0385676262308,42.0385676262308,0.0404336768337783,0.756998714883288,1,0.0561897742222435,0.0810647086191012,0.127292210154559,0.0299617165378199,0.0561897742222459,0.000310683643258788,180.8584888244,408.716484651011,0.0100409836065574,0,0.988319672131148,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.0100409836065574,14.1020408163265,0.268654238435406,"bibtex","TAG_critical","SVM","NB"
"bibtex_TAG_data",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.00881147540983607,0.991188524590164,0.5,0.69464547315744,5.9983264674278,5.9983264674278,43.1055719538857,43.1055719538857,0.0352087040097351,0.585978466687375,1,0.0504658014046537,0.0728067614209812,0.127292210154559,0.0299617165378199,0.0504658014046552,0.000148291513718679,340.314830829709,857.391737750031,0.00881147540983607,0,0.989139344262295,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.00881147540983607,16.0697674418605,0.0935996058605011,"bibtex","TAG_data","SVM","NB"
"bibtex_TAG_datamining",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.00860655737704918,0.991393442622951,0.5,0.694935271018582,5.99471857771811,5.99471857771811,43.086681233945,43.086681233945,0.0316717845636766,0.580536650430409,1,0.0494955816651803,0.0714070302142703,0.127292210154559,0.0299617165378199,0.0494955816651826,0.00017409557252536,284.301208509885,730.162822282668,0.00860655737704918,0,0.982991803278689,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.00860655737704918,16.452380952381,0.0698188185054831,"bibtex","TAG_datamining","KNN_3","NB"
"bibtex_TAG_date",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.0129098360655738,0.987090163934426,0.5,0.6888495159346,6.16154671953518,6.16154671953518,46.0261201936238,46.0261201936238,0.0297893464600431,0.89109757289475,1,0.0689809062446454,0.0995184113551764,0.127292210154559,0.0299617165378199,0.0689809062446469,0.00035400412683799,194.859045460265,358.578322692307,0.0129098360655738,0,0.985860655737705,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.0129098360655738,10.968253968254,0.0359245419545683,"bibtex","TAG_date","SVM","NB"
"bibtex_TAG_design",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.0307377049180328,0.969262295081967,0.5,0.663637102015243,7.00645236239879,7.00645236239879,59.5517310361029,59.5517310361029,0.0319932703803131,0.748572546868757,1,0.137297225989997,0.19807802706358,0.127292210154559,0.0299617165378199,0.13729722598999,0.0003960924213688,346.62926777425,320.369971469457,0.0307377049180328,0,0.965573770491803,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.0307377049180328,4.60666666666667,0.11723759702273,"bibtex","TAG_design","KNN_3","NB"
"bibtex_TAG_development",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.00655737704918033,0.99344262295082,0.5,0.697833249630003,5.62757115090219,5.62757115090219,39.339793098846,39.339793098846,0.0361336245287671,0.623391173410339,1,0.0395008440485327,0.0569876718197465,0.127292210154559,0.0299617165378199,0.0395008440485327,0.000131341788668446,300.748485679962,968.167630843606,0.00655737704918033,0,0.989959016393443,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.00655737704918033,21.59375,0.141562290270143,"bibtex","TAG_development","SVM","NB"
"bibtex_TAG_diffusion",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.0112704918032787,0.988729508196721,0.5,0.691167898823736,5.96686999321537,5.96686999321537,43.5626611186343,43.5626611186343,0.0385946492919997,0.799307705292628,1,0.0617612894941342,0.089102706072095,0.127292210154559,0.0299617165378199,0.0617612894941326,0.000227464408023915,271.520674512035,558.613749071355,0.0112704918032787,0,0.988729508196721,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.0112704918032787,12.5636363636364,0.130771229277553,"bibtex","TAG_diffusion","SVM","NB"
"bibtex_TAG_diplomathesis",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.00799180327868852,0.992008196721311,0.5,0.695804664602008,5.75230742481421,5.75230742481421,40.8709592090753,40.8709592090753,0.0356515810508473,0.650896205723694,1,0.0465549094830298,0.0671645370402016,0.127292210154559,0.0299617165378199,0.0465549094830301,0.000169045135003122,275.39928600826,752.007237695473,0.00799180327868852,0,0.983606557377049,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.00799180327868852,17.7179487179487,0.0760815502803461,"bibtex","TAG_diplomathesis","SVM","NB"
"bibtex_TAG_disability",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.00655737704918033,0.99344262295082,0.5,0.697833249630003,5.49955111471551,5.49955111471551,38.5973690263838,38.5973690263838,0.0329036754021068,0.754538351769625,1,0.0395008440485327,0.0569876718197465,0.127292210154559,0.0299617165378199,0.0395008440485327,0.000224761112643065,175.74590009822,565.344456377148,0.00655737704918033,0,0.992213114754098,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.00655737704918033,21.59375,0.106044382041096,"bibtex","TAG_disability","KNN_3","NB"
"bibtex_TAG_dynamics",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.025,0.975,0.5,0.67175144212722,6.43804162024477,6.43804162024477,51.0595819678102,51.0595819678102,0.035504834448561,0.755141015412936,1,0.116906849137532,0.168660931496672,0.127292210154559,0.0299617165378199,0.116906849137535,0.000496870802269359,235.286212439095,255.187744526701,0.025,0,0.972950819672131,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.025,5.66393442622951,0.218653502488847,"bibtex","TAG_dynamics","SVM","NB"
"bibtex_TAG_education",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.0145491803278689,0.985450819672131,0.5,0.686531133045464,6.29991997508532,6.29991997508532,47.7399427149664,47.7399427149664,0.03444488306385,0.717295381000096,1,0.0759890665983782,0.109629049543261,0.127292210154559,0.0299617165378199,0.0759890665983798,0.000266468597686819,285.170812838848,476.700604347256,0.0145491803278689,0,0.980737704918033,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.0145491803278689,9.73239436619718,0.0651759707478366,"bibtex","TAG_education","SVM","NB"
"bibtex_TAG_elearning",2,1836,1836,0,4880,0.376229508196721,1,0,2,2,2,0,2,0.0114754098360656,0.988524590163934,0.5,0.690878100962594,6.08762730155679,6.08762730155679,44.8614439701005,44.8614439701005,0.0348549122373332,0.717775465431995,1,0.0626762675446031,0.0904227403680288,0.127292210154559,0.0299617165378199,0.0626762675446031,0.000234532128574416,267.239580033557,541.749562408761,0.0114754098360656,0,0.98483606557377,2058,1597,296,2.38032786885246,0.014970615527374,12.7832034482537,0.0946785588116993,0.0114754098360656,12.3392857142857,0.0835076933565496,"bibtex","TAG_elearning","KNN_3","NB"
